guid,text,back extra,tags
bjUw*%v0~f,The <b>basal ganglia</b>&nbsp;is a {{c1::part of the brain that is (among other things) involved in voluntary movement}}.,,eth::electives::neuroinf
h3olXpK^6Y,The&nbsp;<b>thalamus</b>&nbsp;is a {{c1::large mass of gray matter that also acts as a relay for sensory signals}}.,,eth::electives::neuroinf
BIlN1.JV2>,The&nbsp;<b>hypothalamus</b>&nbsp;is {{c1::a part of the brain that connects the nervous system to the hormone system}}.,,eth::electives::neuroinf
kt&]kaMV%t,"The&nbsp;<b>cerebellum&nbsp;</b>(""little brain"") is a {{c1::part of the brain that is important for motor control}}.",,eth::electives::neuroinf
bJiAU2H)~j,Camillo Golgi discovered a {{c1::technique to stain neurons in nervous tissue}}.,,eth::electives::neuroinf
kX)cVyJuw+,Hodgkin and Huxley were able to describe {{c1::how ionic currents caused the action potential::what?}}.,,eth::electives::neuroinf
F9]ZUtLJ~&,"When neurotransmitter vesicles undergo&nbsp;<b>priming</b>, {{c2::they become ready to be released}}. This corresponds to {{c1::the assembly of the SNARE complex}}.",,eth::electives::neuroinf
tBu|bk=f;>,SNARE complexes are {{c1::protein structures which help with vesicle priming &amp; fusion}}.&nbsp;,,eth::electives::neuroinf
NJ*dyw++I?,"<b>Hebb's law</b>&nbsp;says that {{c1::neurons that fire together, wire together}}.",,eth::electives::neuroinf
CL+F<]eW(z,The&nbsp;<b>axon hillock</b>&nbsp;is the {{c1::part of the soma that connects to the axon}}.,,eth::electives::neuroinf
F(W+6cp|O|,"In the axon hillock, {{c1::potentials are summed and if a threshold is exceeded, an action potential propagates through the axon}}.",,eth::electives::neuroinf
A?.Syey&Bz,"When the action potential arrives at the presynaptic terminal, {{c2::voltage-gated&nbsp;\(Ca^{2+}\)&nbsp;channels are opened}}, which cause {{c1::neurotransmitter to be released}}.",,eth::electives::neuroinf
koU>}z6#%8,<b>Long-term potentiation&nbsp;</b>(<b>LTP</b>) is {{c1::a strengthening of synapses}} and happens {{c2::after short but high-frequency stimulation}}.,,eth::electives::neuroinf
Px[p|VUH3,<b>Long Term Depression&nbsp;</b>(<b>LTD</b>) is {{c2::a weakening of synapses}} and happens after {{c1::long but low frequency stimulation}}.,,eth::electives::neuroinf
Itnn>r2wqH,A <b>Hopfield network</b>&nbsp;consists of {{c1::multiple McCulloch-Pitts neurons that are fully connected}}.,,eth::electives::neuroinf
M++ZgS-YUk,The receptor {{c1::NMDA}} is critically involved in Long-Term Potentiation.,,eth::electives::neuroinf
LLxTD2CGz6,<b>Population codes</b> are {{c1::neural representations at the level of groups of cells}}.,,eth::electives::neuroinf
vq^:lBS9xZ,The&nbsp;<b>association cortex</b>&nbsp;is the part of the cerebral cortex that is {{c1::not involved in sensory / motor processing}}.,,eth::electives::neuroinf
oL82K.iqM},Potassium is a chemical element called {{c1::Kalium}} in German.,,eth
D%n:xT4NsA,Sodium is a chemical element called {{c1::Natrium}} in German.,,eth
"s?,>Bm1om[","In an asynchronous environment, a message will {{c1::arrive in a finite but unbounded time}}.",,eth::sem5::compsys
hb*O9R!dzI,Any-Input validity says that {{c1::the decision value must be the input of <b>any</b> node}}.,,eth::sem5::compsys
Bs#TY+1BK,"All-Same Validity says that {{c1::if&nbsp;<b>all</b>&nbsp;nodes start with the same input, that must be the decision value}}.",,eth::sem5::compsys
z&&CL8ndFC,A network with&nbsp;\(n\)&nbsp;nodes cannot reach byzantine agreement with {{c1::&nbsp;\(f \ge \frac{n}{3}\)}}&nbsp;byzantine nodes.,,eth::sem5::compsys
f>;WqcK&;S,"The King algorithm has three phases:{{c1::<br><ol><li>Vote (broadcast value)</li><li>Propose (if a value is received often, propose it)</li><li>King (if few proposals, follow the king)</li></ol>}}",,eth::sem5::compsys
wG?*pt$)Rv,"In a distributed system,&nbsp;<b>churn&nbsp;</b>is {{c1::how much nodes are joining and leaving the system}}.",,eth::sem5::compsys
cjL90/.XaW,A <b>quorum&nbsp;</b>is a {{c1::subset of nodes of a system}}.,,eth::sem5::compsys
j<s9~<6yd),A&nbsp;<b>quorum system</b>&nbsp;is a {{c1::set of quorums such that every two quorums intersect}}.,,eth::sem5::compsys
OPET[/g@ia,"In the&nbsp;<b>Majority</b>&nbsp;quorum system, {{c1::every quorum has&nbsp;\(\lfloor\frac{n}{2}\rfloor +1\)&nbsp; nodes}}.",,eth::sem5::compsys
m(1lxss1wc,An&nbsp;<b>access strategy</b>&nbsp;\(Z\) defines {{c1::the probability&nbsp;\(P_Z(Q)\)&nbsp; of accessing a quorum&nbsp;\(Q \in S\)&nbsp; such that&nbsp;\(\sum_{Q\in S}P_Z(Q) = 1\)&nbsp;.}},,eth::sem5::compsys
y_pY&S5HO_,The&nbsp;<b>work&nbsp;</b>of a&nbsp;<b>quorum</b>&nbsp;is {{c1::the number of nodes in it}}.,,eth::sem5::compsys
m#2Ws$gx<^,The&nbsp;<b>resilience</b>&nbsp;of a quorum system is {{c1::the largest number of nodes that can fail such that there's always a quorum without failed nodes}}.,,eth::sem5::compsys
P<79Ac2]?k,Every quorum system has a load of at least&nbsp;{{c1::\(\frac{1}{\sqrt{n} }\)}}.,,eth::sem5::compsys
oZ_F.r}X_n,A&nbsp;<b>uniform</b>&nbsp;quorum system is one in which {{c1::all quorums have the same number of nodes}}.,,eth::sem5::compsys
gyBHHll*`s,"The load in a (B-)grid quorum system is&nbsp;{{c1::\(\Theta(\frac{1}{\sqrt{n} })\), which is optimal}}.",,eth::sem5::compsys
"Ip,B$&2mQS","The <b>Precise Time Protocol</b> (PTP) is similar to NTP, but {{c1::uses MAC layer timestamps}}.",This removes software delay.,eth::sem5::compsys
IaVx}BG;GX,A <b>logical volume&nbsp;</b>can {{c1::merge multiple physical devices into a single volume}}.,,eth::sem5::compsys
"ye;Mj!,B7W","The <b>superblock</b>&nbsp;is the {{c1::area of a disk which holds information about the layout of the file system (how large, where inode tables are, etc.)}}.",In FAT: the Master Boot Record,eth::sem5::compsys
eQtj[(^2Gp,A <b>virtual machine monitor</b>&nbsp;does {{c1::virtualize an entire machine}}.,,eth::sem5::compsys
"M2`Ujt9I`,",A <b>Type-1</b> hypervisor runs {{c1::directly on the hardware}}.,,eth::sem5::compsys
fBDorDp;.;,A&nbsp;<b>Type-2</b>&nbsp;hypervisor runs {{c1::on a conventional OS like normal software}}.,,eth::sem5::compsys
M@E3{pU|8[,A&nbsp;<b>paravirtualized</b>&nbsp;guest OS is one that {{c1::has been modified for running inside a VM}}.,"Fast, but cannot run arbitrary OS binaries",eth::sem5::compsys
no.}289bF9,Virtualization with <b>binary rewriting</b>&nbsp;{{c1::patches the kernel on the fly to remove unvirtualizable instructions}}.,,eth::sem5::compsys
"oHa$AhOy#,","With&nbsp;<b>directly writable tables</b>, a guest OS can {{c1::create page tables the hardware uses to directly translate virtual adresses to machine addresses}}.",,eth::sem5::compsys
c?6X(`YqDk,"With&nbsp;<b>directly writable tables</b>, the VMM has to {{c1::check all writes to page table entries, such that the guest cannot escape the VM}}.",Bad for performance,eth::sem5::compsys
KIcd~.{OLn,A strategy profile is a&nbsp;<b>social optimum</b>&nbsp;if it {{c1::minimizes the sum of all costs (or maximizes payoff)}}.,,eth::sem5::compsys
bgH!EUFW|p,A <b>Nash Equilibrirum</b>&nbsp;is a {{c1::strategy profile where nobody can improve their strategy alone (without others changing)}}.,,eth::sem5::compsys
m&(Dpj@skK,The&nbsp;<b>Price of Anarchy</b>&nbsp;is {{c1::the ratio between the Nash Equilibrium with the highest cost (smallest payoff) and the social optimum}}.,,eth::sem5::compsys
cafEI$y4F>,The <b>Optimistic</b>&nbsp;<b>Price of Anarchy</b>&nbsp;is {{c1::the ratio between the Nash Equilibrium with the smallest cost (highest payoff) and the social optimum}}.,,eth::sem5::compsys
Jr|[;FW0:J,<b>Braess's paradox</b>&nbsp;says that {{c1::adding one or more roads to a road network can slow down overall traffic flow}}.,,eth::sem5::compsys
"b%T,*)s}y$","A&nbsp;<b>ticket</b>&nbsp;is a weaker form of a lock that {{c1::can be reissued and that expires (if a new ticket was issued since by a server, the old one is no longer accepted)}}.",,eth::sem5::compsys
G13bJGzCCl,Paxos cannot make progress anymore if {{c1::half or more of the servers crash}}.,,eth::sem5::compsys
C^Jc)5rzai,There is no deterministic algorithm that achieves consensus in {{c1::the asynchronous model for&nbsp;\(f &gt; 0\).}},,eth::sem5::compsys
J$3IJ4uMC-,A transaction with a&nbsp;<b>timelock</b>&nbsp;is {{c1::not released into the network until the timelock expires}}.,,eth::sem5::compsys
gmL3-FGTW$,The diameter of a graph is the {{c1::longest shortest path}}.,,eth::sem5::compsys
"oVmXrU@C,D",The&nbsp;<i>span</i>&nbsp;of a set of vectors is {{c1::the set of all possible linear combinations of them}}.,The span is a linear subspace.,eth::sem1::linalg
H3<#NN+ZEG,The&nbsp;<i>p</i>-norm of a vector&nbsp;\(x \in \mathbb{R}^n\)&nbsp;is defined as&nbsp;{{c1::\(||x||_p=\left(\sum_{i=1}^n |x_i|^p\right)^{1/p}\)}}.,,eth::sem1::linalg
hIZBW%wW@-,"The&nbsp;<i>loss function</i>&nbsp;\(l(f(x),y)\)&nbsp;tells us {{c1::how good the predicted value&nbsp;\(f(x)\)&nbsp;is compared to the true value&nbsp;\(y\)}}.",e.g. squared loss,eth::sem6::iml
d4:]NJ>Tt4,The&nbsp;<i>training loss&nbsp;</i>\(L(f)\)&nbsp;is {{c1::the average loss over the training set for a predictor&nbsp;\(f\).}},,eth::sem6::iml
z4LU850Knr,The&nbsp;<i>flyweight pattern&nbsp;</i>{{c1::minimizes memory usage and coupling}} by {{c2::sharing data of (often immutable) objects.}},,eth::coop
Ci>!E>7&JJ,"In the&nbsp;<b>Observer Pattern</b>, the&nbsp;<i>subject</i>&nbsp;has {{c1::a list of dependents (observers) and notifies them of state changes through calling a method.}}",,eth::sem6::rse
k1fk*C<rL0,"In the <b>Model-View-Controller</b>&nbsp;architecture,&nbsp;<br><ul><li>the model {{c1::contains core functionality &amp; data}}</li><li>the views {{c2::display information to the user}}</li><li>the controllers {{c3::handle user input}}</li></ul>",,eth::sem6::rse
!ZrKZ;Af;,"A disadvantage of event-based architectures is that we {{c1::lose control (who responds, in what order, etc.)}}.",,eth::sem6::rse
Eu_*si.M)P,The <b>Strategy Pattern</b>&nbsp;allows {{c1::selecting an algorithm / option at runtime}}.,e.g. different filters depending on type,eth::sem6::rse
s~L^mS%.Jj,An advantage of holding out less data (smaller test set) is that we are {{c1::more likely to get a better model}}.,,eth::sem6::iml
Ph$)qEq~M],An advantage of holding out more data (larger test set) is that we are {{c1::able to better estimate the generalization error}}.,,eth::sem6::iml
ct!1<E>7Ok,The training set is used to {{c1::find the best parameters of a given method}}.,,eth::sem6::iml
deEOh9$*%),The validation set is used to {{c1::find the best method}}.,,eth::sem6::iml
P^c[xpcuo-,"In machine learning, the test set is used to {{c1::check how good our model performs}}.",,eth::sem6::iml
w@Gz>T$yfx,Underfitting is driven by the {{c1::bias}}.,,eth::sem6::iml
EDF!D_MATb,Overfitting is driven by the {{c1::variance}}.,,eth::sem6::iml
EN=(HA};&h,Lasso regression limits the&nbsp;{{c1::\(l_1\)-norm}}.,,eth::sem6::iml
qPR^$NQVU1,Ridge regression limits the&nbsp;{{c1::\(l_2\)-norm}}.,,eth::sem6::iml
jD{x4[R;Q2,"In classification,&nbsp;<b>precision</b>&nbsp;is {{c1::the number of true positives over the number of elements labelled as positive}}.",,eth::sem6::iml
GslpMQ%i4D,"In classification,&nbsp;<b>recall</b>&nbsp;is the {{c1::number of true positives divided by the number of actually positive elements}}.",,eth::sem6::iml
dnJ=^oKkX+,A complete lattice is a poset where {{c1::every subset has a least upper and greatest lower bound.}}&nbsp;,,eth::sem6::rse
m<EZOz;g9.,Coupling measures {{c1::how much modules depend on each other}}.,"<img src=""Screenshot_20230509_085330.jpeg"">",eth::sem6::rse
"mm7Zv0,o?8",Procedural Coupling: Modules are coupled to other modules {{c1::whose methods they call}}.,,eth::sem6::rse
sT57ik6&l.,An event-based style (e.g. MVC) helps with {{c1::procedural}} coupling.,,eth::sem6::rse
"J[%<|JIFB,",Class Coupling: {{c1::Inheritance}} couples a class to another class.,,eth::sem6::rse
Q;3J;IavU*,"The ""Fragile base class problem"" is an OOP problem where {{c1::seemingly safe modifications to a base class may break subclasses}}.",,eth::sem6::rse
v0TOi]x`nA,"By using interfaces, we can often reduce {{c1::class}} coupling.",,eth::sem6::rse
oO?xg8a/!a,We can reduce class coupling from allocations by delegating these to a so-called {{c1::<i>abstract factory</i>}}.,,eth::sem6::rse
vG*8Z<uBg{,We can prepare modules for future change by {{c1::parametrizing}} them.,,eth::sem6::rse
CbI&TbkZzP,"The <i>vanishing gradient problem</i>&nbsp;is a problem in machine learning where {{c1::during training the gradient becomes very small, which prevents our weights from changing &amp; further training}}.",,eth::sem6::iml
Gtf}}jL&I;,The <b>softmax</b>&nbsp;function is often used in the {{c2::final}} layer of a {{c1::neural network-based classifier}}.,,eth::sem6::iml
JIG(]z]OI`,A&nbsp;<b>gradient descent</b>&nbsp;iteration updates&nbsp;\(w^{next}\)&nbsp;to be {{c1::\(w^{now} -\eta\cdot\nabla L(w^{now})\).}},,eth::sem6::iml
KGqQ``lr&],"In&nbsp;<b>gradient descent</b>,&nbsp;\(\eta\)&nbsp;is the {{c1::learning rate}}.",,eth::sem6::iml
HLknPr2Z/U,The closed form solution of <b>d-dim linear regression</b>&nbsp;for&nbsp;\(w_{min}\)&nbsp;is&nbsp;{{c1::\((X^TX)^{-1}X^Ty\).}},,eth::sem6::iml
O=NEFB;h6E,"In gradient descent,&nbsp;<b>momentum</b>&nbsp;incorporates {{c2::the gradient of the previous step}} to {{c1::remove oscillations and speed up convergence}}.",,eth::sem6::iml
AuTV*PszQf,"Minibatch SGD uses {{c2::a subset of points}}, whereas normal SGD uses {{c1::just one point}}.&nbsp;",,eth::sem6::iml
"mL3UC,AJNu",The&nbsp;<b>logistic loss</b>&nbsp;is defined as&nbsp;\(g_{log}(y\hat{f}(x)) =\){{c1::\(\log(1+e^{-y\hat{f}(x)})\)}}.,,eth::sem6::iml
LfcJJx/%n&,"In&nbsp;<b>one-vs-rest</b>, we try to learn classes by {{c1::relabeling points from all classes except one as&nbsp;\(-1\) and the one from that class as&nbsp;\(1\).}}",,eth::sem6::iml
6+*XPUsf,The ROC curve plots the {{c1::TPR (True Positive Rate)}} against the {{c2::FPR (False Positive Rate)}}.,,eth::sem6::iml
Opx|X)ie?z,AUROC stands for {{c1::Area Under the Receiver Operating Characteristic (curve)}}.,,eth::sem6::iml
o/+IipWh-D,"Ideally, the AUROC is equal to&nbsp;{{c1::\(1\)}}.",,eth::sem6::iml
s3TE=|@|*j,A&nbsp;<b>pooling layer</b>&nbsp;helps by {{c1::reducing the width of the network / number of parameters}}.,,eth::sem6::iml
El*X&$}Qu-,A&nbsp;<b>prior</b>&nbsp;(distribution) is an {{c1::assumed probability distribution before some evidence is taken into account}}.,,eth::sem6::iml
t$}W>t9!-8,We call <b>Gaussian Naive Bayes</b> naive because it assumes that {{c1::every pair of features is conditionally independent}}.,,eth::sem6::iml
N9w!CC-Z]C,"Weakly-typed languages do {{c1::classify values into types}}, but do not {{c1::enforce additional restrictions}}.",,eth::coop
dQh^IW/k)x,Strongly-typed languages enforce that {{c1::all arguments to an operation have the correct types}}.&nbsp;,,eth::coop
k27S$rV~n|,A type is a {{c1::set of values sharing some properties}}.,,eth::coop
qoA|R*5Az>,"In static type checking, we determine {{c1::at compile time}} if a program is correctly typed.",,eth::coop
bN]A1Bv?:F,"In dynamic type checking, we determine {{c1::at run time}} if the arguments to an operation are of the expected type.",,eth::coop
Q]rekwf&t#,"The type invariant for statically type-safe OOP language is ""{{c1::In every program state, the value of the variable <b>v</b> is an element of the declared type of <b>v</b>.}}""",,eth::coop
f>Ch=D*lsn,Gradual Typing is {{c1::optional static type checking}} for dynamically-typed languages.,,eth::coop
HS&*pcBK}*,Two examples for gradual typing are {{c1::TypeScript for JavaScript and mypy for Python}}.&nbsp;,,eth::coop
t)Da)2xZ_j,Duck typing is an informal name for {{c1::structural dynamic type systems}}.,,eth::coop
p)B-LoXd2^,A&nbsp;<b>persona&nbsp;</b>is&nbsp;{{c1::a precise description of a user as a stand-in for a real user}}.,,eth::sem5::hci
yQ^3mS7^Bk,"With the&nbsp;<b>analytical&nbsp;</b>method, we look at {{c1::<i>inherent attributes</i> of the design rather than seeing the design in use}}.",,eth::sem5::hci
c!YxySw+r),"With the&nbsp;<b>empirical</b>&nbsp;method, we look at {{c1::how a design (change) affects&nbsp;<i>observable usage</i>}}.",,eth::sem5::hci
eRvt6)zVlf,There are five principal components to Usability:<br><ul><li>{{c1::Learnability}}</li><li>{{c1::Efficiency}}</li><li>{{c1::Memorability}}</li><li>{{c1::Errors}}</li><li>{{c1::Satisfaction}}</li></ul>,,eth::sem5::hci
oIA6UabC=c,An&nbsp;<b>affordance</b>&nbsp;is an {{c1::action that the design of an object suggests to a user}}.,A button&nbsp;<i>affords</i>&nbsp;pushing.,eth::sem5::hci
D[%5/M72xV,<b>KLM</b>&nbsp;stands for {{c1::Keystroke Level Model}}.,,eth::sem5::hci
rYI)(<NN92,"In HCI,<b>&nbsp;priming&nbsp;</b>means that {{c1::we ask questions that already imply a certain answer}}.",,eth::sem5::hci
t]QH{.^=tP,The&nbsp;<b>Karatsuba</b>&nbsp;algorithm provides an asymptotically faster way to {{c1::multiply numbers}}.,,eth::sem1::and
ge[wn7-Qb.,<b>Kadane's</b>&nbsp;<b>algorithm</b>&nbsp;solves the {{c1::Maximum Subarray Sum (MSS)}} problem in {{c2::linear (\(\mathcal{O}(n)\))}} time.,This is the optimal solution for MSS.,eth::sem1::and
ph8S[}`Eh],<b>Insertion Sort</b>&nbsp;is used in practice for {{c1::sorting small arrays}}.,"Example: In gcc, for (sub)arrays with length&nbsp;\(\le 16\), insertion sort is used, because it is faster.",eth::sem1::and
"oOY},#*:q]","In every iteration of&nbsp;<b>insertion sort</b>, we {{c1::take the first element from the unsorted input and place it correctly in the sorted output}}.",,eth::sem1::and
y$P^lc2?l?,"In graph theory, a {{c2::circuit or tour (<i>kantendisjunkter Zyklus</i>)}} is a {{c1::closed walk without repeated edges}}.",,eth::sem1::and
C1$vvwFoR0,"In graph theory, an {{c2::Eulerian circuit (misleadingly also called Eulerian cycle)}} is an {{c1::Eulerian trail that ends at the start vertex}}.",,eth::sem1::and
w~N~H+#Z!d,"Subtypes may {{c1::add, but not remove}} methods and fields.",,eth::coop
N5Trjz5oUD,An overriding method must {{c1::not be less accessible::accessibility}} than the method it overrides.,,eth::coop
J+A{d($|yq,An overriding method must {{c1::not require more specific}} parameter types than the method it overrides.,"i.e. parameters are contravariant. In Java, parameters are invariant",eth::coop
m(:M)ZozO4,An overriding method must {{c1::not have a more general}} result type than the method it overrides.,i.e. results are covariant,eth::coop
KSS+ZWiNYb,Subtypes must not {{c1::change the types}} of fields.,(since fields are bound statically),eth::coop
"u6E,dcMHRH",The disadvantage of arrays being covariant in Java and C# is that {{c1::each array write requires a run-time type check}}.,,eth::coop
I`&-FSq:c/,An <b>object structure</b>&nbsp;is a {{c1::set of objects that are connected via references}}.,,eth::coop
G/RPzH|w:=,"For a class&nbsp;<code>A extends B with C1 ... with Cn</code>, the linearization&nbsp;\(L(C)\)&nbsp;is&nbsp;{{c1::\(A, L(C_n) \bullet \ldots\bullet L(C_1) \bullet L(B)\)}}.",,eth::coop
I^0*7i+GrW,"In Java bytecode, the register at index 0 contains the type of {{c1::the&nbsp;<code>this</code> object}}.",,eth::coop
Cy>*$Krfl+,"In bytecode&nbsp;<b>type checking</b>, type information is required at {{c1::the beginning of all basic blocks}}.",,eth::coop
"QJWQsk,2-K","In bytecode&nbsp;<b>type checking</b>, every instruction is considered {{c1::at most once (never if error before)::amount}}.",,eth::coop
"o(:,f~oWZn","When using the bytecode&nbsp;<b>type inference</b>&nbsp;algorithm, all interfaces are {{c1::treated as Object}} because the {{c2::smallest common supertype (SCS) may not be well-defined}}.",,eth::coop
"In*!a#,t!(","In C#, when a variable is declared with the&nbsp;<code>dynamic</code> keyword, {{c1::no static type checking is performed (all at runtime)::what type checking happens?}}.",,eth::coop
MB/8CKp7Y;,"In Scala, if a generic type is annotated with +, it is made&nbsp;{{c1::covariant}}.",,eth::coop
g@v&8C;`.,The covariance annotation for generics is useful (and usable) when the type variable only occurs as {{c1::a result type or a type of an immutable field}}.,,eth::coop
B=m{`3PndC,The contravariance annotation for generics is useful (and usable) if the type variable only occurs in {{c1::a parameter type}}.,,eth::coop
tV.(UrY.k6,A user-centered approach is characterized by<br><ul><li>{{c1::early focus on users and tasks}}</li><li>{{c2::empirical measurement}}</li><li>{{c3::iterative design}}</li></ul>,,eth::sem5::hci
NM@~>;8ytR,Formative methods help us understand {{c1::the problem and our users to inform our design}},,eth::sem5::hci
tG6p#xCT>(,Evaluative methods help us understand {{c1::how well our design works}},,eth::sem5::hci
d0-YsU245N,Five important needfinding methods are<br><ul><li>{{c1::Interview}}</li><li>{{c2::Diary Study}}</li><li>{{c3::Retrospective Survey}}</li><li>{{c4::Artifact Analysis}}</li><li>{{c5::Contextual Inquiry}}</li></ul>,,eth::sem5::hci
"P8Q,|1V+fv",The Design Thinking Process has five steps:<br><ol><li>{{c1::Empathize}}</li><li>{{c2::Define}}</li><li>{{c3::Ideate}}</li><li>{{c4::Prototype}}</li><li>{{c5::Test}}</li></ol>,,eth::sem5::hci
IP.n2]!_$h,"In a diary study, we ask users to {{c1::record events when they happen}}.",,eth::sem5::hci
FV6eW:bdqM,Diary studies are useful for cases where<br><ul><li>{{c1::events are rare}}</li><li>{{c2::events are easily forgotten}}</li><li>{{c3::the frequency of the event is important}}</li></ul>,,eth::sem5::hci
yY5UgiQ#w],The disadvantage of diary studies is that {{c1::people change their behavior when they track themselves}}.,,eth::sem5::hci
nf}Wo=@RHw,"In a Retrospective Survey, we ask a user about {{c1::an event that happened in the past}}.",,eth::sem5::hci
j*|JA3u)h/,Retrospective Surveys are a good fit for<br><ul><li>{{c1::rare but important events}}</li><li>{{c2::recent events}}</li><li>{{c3::memorable events}}</li></ul>,,eth::sem5::hci
LvK9-y>-5=,Retrospective Surveys don't work well for {{c1::non-memorable events}}.,,eth::sem5::hci
"u*@6LRbw,^","In Artifact Analysis, we look at {{c1::artifacts users have created, e.g. documents or posts}}.",,eth::sem5::hci
nW~hHFh&Yy,The disavantages of Artifact Analysis are that {{c1::it requires artifacts to be produced and it can be time-consuming}}.,,eth::sem5::hci
H^}G}bJ&;~,"In Contextual Enquiry, we {{c1::combine elements of the other needfinding methods and use them in the task environment::do what?}}.",,eth::sem5::hci
nP8r5QdpVL,Contextual Enquiry looks at what users {{c1::do}}.,,eth::sem5::hci
N=]u2D!UUJ,Contextual Enquiry is more {{c1::objective}} than other methods of needfinding.,,eth::sem5::hci
4t-/~s97V,A <i>vertical</i> prototype implements {{c1::the critical path of one or few features}}.,,eth::sem5::hci
w(kplMgX{j,A&nbsp;<i>horizontal</i>&nbsp;prototype implements {{c1::an overview with little to no functionality}}.,,eth::sem5::hci
LuHw-N/N_`,Examples of&nbsp;<i>analytical</i>&nbsp;methods are&nbsp;<br><ul><li>{{c1::usability/UX inspection methods}}</li><li>{{c2::design walkthroughs}}</li><li>{{c3::heuristic evaluations}}</li></ul>,,eth::sem5::hci
AZWr-$:RLV,Examples of&nbsp;<i>empirical&nbsp;</i>methods are<br><ul><li>{{c1::Usability/UX tests}}</li><li>{{c2::Controlled experiments}}</li><li>{{c3::Case studies}}</li></ul>,,eth::sem5::hci
"eyX`rp]!,e","In formative evaluation, mainly {{c1::qualitative}} data is collected.","(some quantitative data, e.g. user opinion in questionnaire)",eth::sem5::hci
Iwad`YOz`e,Formative evaluation focuses mostly on what parts of the design are {{c1::not working}}.,,eth::sem5::hci
g4z!niMGhq,Summative evaluations focus on what parts of the design are {{c1::working}}.,,eth::sem5::hci
spg;#t1L?P,Usability is a part of {{c1::User Experience}}.,,eth::sem5::hci
Mw])?~UZqk,Analytical investigation is performed by {{c1::usability and domain experts}}.,,eth::sem5::hci
oVip<cE1~T,The difference between UI inspections and cognitive walkthroughs is that in UI inspections we focus on {{c1::one aspect / element of a design}}.,,eth::sem5::hci
D0YL#zb-~1,"The advantages of heuristic evaluations are that they are {{c1::cheap, fast and easy to use (even for inexperienced practitioners)}}.",,eth::sem5::hci
r*L.yJ^mpE,The limitations of heuristic evaluation are that {{c1::it does not take a comprehensive view and experts might be held back by heuristics}}.,,eth::sem5::hci
F)|.1V/~W4,"GOMS (model) stands for {{c1::Goals, Operators, Methods, Selection rules}}.",,eth::sem5::hci
j*YTWrNB(|,The <i>Operators</i>&nbsp;in the GOMS model are {{c1::the cognitive processes and physical actions needed to reach the goals}}.,"e.g. click the mouse, press key",eth::sem5::hci
wgXC?lw7Tz,"The three primary usability metrics are {{c1::effectiveness, efficiency and satisfaction}}.",,eth::sem5::hci
lE.o:mdC@o,A Latin Square helps us {{c1::reduce the number of experimental orderings}}.,,eth::sem5::hci
nw?_ME_zR$,"A p-value of 0.05 means that {{c1::assuming&nbsp;\(H_0\)&nbsp;is true, there is a 5% chance to obtain <i>at least as extreme</i> results we have obtained}}.",,eth::sem5::hci
t*oH6u3Od-,The&nbsp;<b>Type I error</b>&nbsp;is {{c1::the rejection of a true null hypothesis (false positive)}}.,defined by the&nbsp;\(\alpha\)-level,eth::sem5::hci
zh_<|aPh*x,The&nbsp;<b>Type II error</b>&nbsp;is {{c1::the failure to reject a false null hypothesis (false negative)}}.,defined by the&nbsp;\(\beta\)-level,eth::sem5::hci
i@R69TzRYW,"In an experiment, having <b>independent samples</b> means that {{c1::one subject was exposed to one condition (between-subject design)}}.",,eth::sem5::hci
z61M?O9iE],"In an experiment, having&nbsp;<b>dependent samples</b>&nbsp;means that {{c1::one subject was exposed to all conditions (within-subject design)}}.",,eth::sem5::hci
oU&lTjH`>/,"Non-parametric tests do&nbsp;{{c1::not assume a specific distribution, only equal spread of group samples::assume what?}}.",,eth::sem5::hci
FoLCouVmUE,The disadvantage of non-parametric tests compared to parametric tests is that {{c1::they have less statistical power (higher chance of Type II errors)}}.,,eth::sem5::hci
dO%dGRk{KV,An example of a non-parametric test for two dependent measures is the {{c1::Wilcoxon signed-rank test}}.,,eth::sem5::hci
y0TuA;lqAq,An example of a non-parametric test for categorical data is the {{c1::Chi-Square test}}.,,eth::sem5::hci
fWn&91YR+>,Parametric tests assume&nbsp;{{c1::Gaussian distribution and homoscedasticity (similar variances in groups)}}.,,eth::sem5::hci
IKXtTv;/GF,An example of a parametric test for one or two measures is the&nbsp;{{c1::t-test}}.,,eth::sem5::hci
Rf5V[>NMZb,An example for a parametric test for multiple measures is the {{c1::ANOVA analysis}}.,,eth::sem5::hci
CTkIJ<[Jc7,"To test if data is normally distributed, we can use the {{c1::Shapiro-Wilk test}}.",,eth::sem5::hci
c]Yq;*f5{6,"To test for homoscedasticity (similar variances), we can use the {{c1::Levene's test}}.",,eth::sem5::hci
pAE~9I!HHV,"The Model Human Processor consists of three processors: {{c1::Perceptual, Cognitive and Motor}}.",,eth::sem5::hci
D7>pnmpBtB,"Bloch's law states that for&nbsp;\(t &lt; 100 \text{ms}\), {{c1::the response&nbsp;\(R = I \cdot t\)&nbsp;to a visual stimulus is constant}}.",,eth::sem5::hci
l_djlEn|nc,"Fitt's law says that movement time equals&nbsp;{{c1::\(a + b * \log_2(\frac{2D}{W})\), where&nbsp;\(a,b\)&nbsp;are device-/environment-specific constants,&nbsp;\(D\)&nbsp;is the distance and&nbsp;\(W\)&nbsp;is the target width}}.",,eth::sem5::hci
